timestamp,gold_close,silver_close,dxy_close,vix_close,oil_close,sp500_close,nasdaq_close,us10y_close,us2y_close,gold_return_1h,gold_return_4h,gold_return_24h,silver_return_1h,silver_return_4h,silver_return_24h,dxy_return_1h,dxy_return_4h,dxy_return_24h,vix_return_1h,vix_return_4h,vix_return_24h,oil_return_1h,oil_return_4h,oil_return_24h,sp500_return_1h,sp500_return_4h,sp500_return_24h,nasdaq_return_1h,nasdaq_return_4h,nasdaq_return_24h,us10y_return_1h,us10y_return_4h,us10y_return_24h,us2y_return_1h,us2y_return_4h,us2y_return_24h,gold_sma_20,gold_sma_50,gold_above_sma20,gold_above_sma50,future_gold_return_24h,target_big_move
2025-12-29 18:00:00+00:00,4349.5,71.17500305175781,98.12799835205078,14.260000228881836,57.93000030517578,687.3300170898438,620.02001953125,4.113999843597412,3.5429999828338623,0.0007592389994044435,-0.044632896214364504,-0.02673976281047219,0.0013365393676962878,-0.07799621949838287,0.03791478263539716,-0.00030561727188394006,0.0007546606656918531,-0.0016076018531434588,-0.011781016819034207,0.04852939918379495,0.004225381719903387,-0.0013790384187569726,0.020972833829869142,-0.001723220338180842,0.0015445779772191859,-0.0042231063578358485,0.003811844985386559,0.001686568117867271,-0.006123376442313089,0.0010009607567806889,-0.00048598925981113705,-0.005319224364902175,-0.014610860922311564,0.0,0.0,0.0036827228185425387,4494.334985351563,4440.16798828125,0,0,-0.004575216080871414,0
2025-12-29 19:00:00+00:00,4354.2001953125,71.80999755859375,98.03700256347656,14.079999923706055,58.040000915527344,687.4600219726562,620.2249755859375,4.113999843597412,3.5380001068115234,0.0010806288797562402,0.002555800558739163,-0.026450487353269936,0.008921594374561082,0.011052390226684139,0.042991999274847315,-0.0009273172805150942,8.16415032092177e-05,-0.0026856281446192565,-0.012622742095839024,-0.04021814243486643,0.0014224397932058874,0.0018988539577433627,-0.0030917262349999808,0.0008622044423756137,0.0001891447770068222,-0.0007122468575921914,0.003701185129566076,0.0003305636079984353,-0.0012963201020230741,0.001768563459191741,0.0,-0.001940896025790395,-0.013192571999671499,-0.0014111984325609894,0.0,0.0028345320940612595,4487.05,4440.0219921875,0,0,0.024068669327680814,1
2025-12-29 20:00:00+00:00,4354.2998046875,72.2699966430664,98.03500366210938,14.149999618530273,57.84000015258789,688.1799926757812,621.1099853515625,4.116000175476074,3.5380001068115234,2.2876618100298174e-05,-0.001261525814576725,-0.028188253853499767,0.006405780533515815,0.00416833982596887,0.046026928263589895,-2.03892542093298e-05,-0.0008254887537265665,-0.002310123680479781,0.004971569261613684,-0.02615279569335638,0.004971569261613684,-0.0034459124704450117,-0.003102383725536395,-0.0018981986005754958,0.0010472910134600166,0.001469899610892833,0.004950444307323387,0.0014269173291334702,0.001685279617526847,0.00316556708425364,0.00048622556021116203,-0.0014556141788365506,-0.012712761005171491,0.0,0.0,0.0028345320940612595,4479.159985351563,4439.803984375,0,0,0.022598441779105194,1
2025-12-29 21:00:00+00:00,4350.2001953125,71.63999938964844,98.00700378417969,14.1899995803833,57.83000183105469,687.8400268554688,620.8800048828125,4.116000175476074,3.5380001068115234,-0.000941508292696458,0.0009203441673750756,-0.03022863597998804,-0.008717272487633543,0.007878412270230006,0.02606702524748261,-0.0002856110254882971,-0.0015382684201056263,-0.0006423565906042983,0.0028268525039849557,-0.01663206650843918,0.03501090743258706,-0.00017286171346519996,-0.0031028528820298273,0.0008654041677780278,-0.0004940071259419421,0.0022877399267582366,0.00379434454811145,-0.00037027333994610334,0.0030759357968166423,0.003201171435452288,0.0,0.0,-0.016722335640970032,0.0,-0.0014111984325609894,-0.006179729303827153,4470.714990234375,4439.339990234375,0,0,0.02390694573368468,1
2025-12-30 15:00:00+00:00,4381.89990234375,75.8499984741211,98.13999938964844,14.170000076293945,58.29999923706055,686.9400024414062,619.9600219726562,4.136000156402588,3.549999952316284,0.007286953613170999,0.0074491096318543,-0.0265472969726106,0.05876604020575926,0.06568310814070033,0.07390629227938295,0.0013570010339425398,0.00012229983082501228,0.0007954450501050925,-0.001409408363690412,-0.006311371047919567,0.02755620852009466,0.008127224470421357,0.006387000344132643,0.0037878340060284454,-0.0013084792668682788,-0.0005674343310202445,0.0006525903346392692,-0.0014817402765771037,-9.676713122763747e-05,-0.0009024649341963231,0.004859081650598007,0.0053476698205068285,-0.00934132516181052,0.0033917029797874143,0.0019757181812976032,-0.001967941983783361,4463.6199951171875,4439.623984375,0,0,0.01775492245433008,1
2025-12-30 16:00:00+00:00,4393.5,76.88999938964844,98.0999984741211,14.229999542236328,58.08000183105469,688.2471923828125,621.7100219726562,4.119999885559082,3.5450000762939453,0.0026472758197979562,0.009025722962809013,-0.02364494869948819,0.013711284593923567,0.07074226436102626,0.08509735714588729,-0.0004075903380489354,0.0006425727939176618,0.0001223497054818612,0.004234260100164811,0.010653382055615168,0.0274367617545348,-0.0037735404611465295,0.0006891956391517073,-0.002747250048093064,0.0019029171932927191,0.001145041726059226,0.0017133407746587892,0.00282276265884307,0.0023943672782860137,0.0010305032297324157,-0.00386853729169645,0.0014584448686860707,-0.011279081689635428,-0.001408415799858398,0.0019785102518639075,-0.003373586103058601,4457.544995117188,4440.10798828125,0,0,0.013064732523898837,1
2025-12-30 17:00:00+00:00,4385.5,77.45500183105469,98.16400146484375,14.210000038146973,58.0099983215332,687.3800048828125,620.5399780273438,4.122000217437744,3.5400002002716064,-0.0018208717423466858,0.007165375998894774,-0.02805790982385581,0.007348191518939062,0.07174492083618667,0.08419651713452603,0.000652426011398255,0.0013158341196066736,0.0017245646566157458,-0.001405446572924629,0.004240312454717232,0.029710133459807997,-0.00120529454742635,0.0029391107969716224,-0.0053155242611999665,-0.0012599942427627964,-0.0011624688329839872,-0.00023995233976614738,-0.0018819769731233116,-0.0009177236522708299,-0.0010142229987690765,0.0004855174597633294,0.0014577360801437678,-0.011747731079390866,-0.00141040223264699,0.0005653175239401786,-0.004779230222333841,4452.225,4440.349990234375,0,0,0.01582485516902299,1
2025-12-30 18:00:00+00:00,4380.2001953125,77.53500366210938,98.20500183105469,14.350000381469727,58.0099983215332,687.7692260742188,620.8699951171875,4.118000030517578,3.5400002002716064,-0.0012084835680081785,0.006896234346255081,-0.03073618626323149,0.0010328814042144252,0.08228649249978548,0.08592439783081574,0.0004176721160416008,0.0020202438522762822,0.0026852676550972454,0.009852240882964214,0.011275602946994923,0.034607101648962635,0.0,0.003112510544342806,-0.0076975841598837524,0.0005662387451503825,-0.00010293204594924443,-0.00015376910889519646,0.0005318224474317734,-1.6121900441756765e-05,-0.001094027333498615,-0.000970448012895142,0.00048587341016625984,-0.013179925760577027,0.0,0.0005653175239401786,-0.0042193048639403985,4446.99501953125,4440.52599609375,0,0,0.0181498553616517,1
2025-12-30 19:00:00+00:00,4364.0,76.11000061035156,98.23799896240234,14.25,57.95000076293945,687.8099975585938,620.8150024414062,4.122000217437744,3.5429999828338623,-0.003698505682419917,-0.004084963769751093,-0.03532424324390249,-0.01837883516415173,0.0034278462948047483,0.06284038488542487,0.00033600255315335836,0.0009985691192520019,0.002909518076943618,-0.0069686675129888576,0.00564572500178695,0.02962426610489932,-0.0010342623742410906,-0.006003404437415538,-0.008554319819907175,5.9280762833457956e-05,0.0012664790434324669,-5.8120271516637345e-05,-8.857357613312189e-05,0.0013790896807015507,-0.001664345397064726,0.0009713906970669761,-0.0033848980743319546,-0.011273556775423077,0.0008473961560866439,-0.001971822415900215,-0.0011277662048838621,4440.055029296875,4440.4019921875,0,0,0.02852887259395054,1
2025-12-30 20:00:00+00:00,4357.5,75.93000030517578,98.25299835205078,14.319999694824219,57.93000030517578,687.510009765625,620.125,4.130000114440918,3.5400002002716064,-0.0014894592117323802,-0.008193922840559864,-0.03488372093023251,-0.0023650020198698884,-0.012485356900677758,0.06032676522837144,0.0001526841935590717,0.0015596318074362348,0.0035749514780700764,0.004912259285910103,0.006324677124602829,0.02285712105887283,-0.00034513300259453317,-0.002582670818696564,-0.009235520852634127,-0.00043614921858303735,-0.0010711015247810707,-0.0005814182008119229,-0.0011114461452973456,-0.002549455399845524,-0.0033509938751000723,0.0019407803447779592,0.0024272400872844546,-0.009354655928050515,-0.0008466786838244866,-0.00141040223264699,-0.001973490033102321,4432.6500244140625,4439.659990234375,0,0,0.032403946141709605,1
